date,model,mode,timestamp,level,project_id,pass,total,reason,score,type,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,1,1,11,N/A,0.090909091,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,2,0,9,"C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:151
    throw new TypeError('argument callback is required')
    ^

TypeError: argument callback is required
    at router.handle (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:151:11)
    at router (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:60:12)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\app.js:4:25)
    at Module._compile (node:internal/modules/cjs/loader:1760:14)
    at Object..js (node:internal/modules/cjs/loader:1893:10)
    at Module.load (node:internal/modules/cjs/loader:1480:32)
    at Module._load (node:internal/modules/cjs/loader:1299:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)

Node.js v24.11.0
C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:151
    throw new TypeError('argument callback is required')
    ^

TypeError: argument callback is required
    at router.handle (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:151:11)
    at router (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\node_modules\router\index.js:60:12)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\app.js:4:25)
    at Module._compile (node:internal/modules/cjs/loader:1760:14)
    at Object..js (node:internal/modules/cjs/loader:1893:10)
    at Module.load (node:internal/modules/cjs/loader:1480:32)
    at Module._load (node:internal/modules/cjs/loader:1299:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,3,4,16,N/A,0.25,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,4,1,17,N/A,0.058823529,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,5,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,6,0,20,N/A,0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,7,0,24,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'bcrypt'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\controllers\homepageController.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\routes\homepage.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\server.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\7\controllers\homepageController.js:1:16)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\controllers\\homepageController.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\routes\\homepage.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\server.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,8,0,18,"ERROR: Could not find a version that satisfies the requirement express (from versions: none)

[notice] A new release of pip is available: 25.1.1 -> 25.3
[notice] To update, run: python.exe -m pip install --upgrade pip
ERROR: No matching distribution found for express
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\start.py"", line 5, in <module>
    subprocess.run([sys.executable, '-m', 'pip', 'install', 'express', 'mongoose'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\.venv\\Scripts\\python.exe', '-m', 'pip', 'install', 'express', 'mongoose']' returned non-zero exit status 1.
ERROR: Could not find a version that satisfies the requirement express (from versions: none)

[notice] A new release of pip is available: 25.1.1 -> 25.3
[notice] To update, run: python.exe -m pip install --upgrade pip
ERROR: No matching distribution found for express
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\start.py"", line 5, in <module>
    subprocess.run([sys.executable, '-m', 'pip', 'install', 'express', 'mongoose'], check=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\.venv\\Scripts\\python.exe', '-m', 'pip', 'install', 'express', 'mongoose']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,9,0,13,"ERROR: Could not find a version that satisfies the requirement express (from versions: none)

[notice] A new release of pip is available: 25.1.1 -> 25.3
[notice] To update, run: python.exe -m pip install --upgrade pip
ERROR: No matching distribution found for express
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\9\start.py"", line 10, in <module>
    install_and_run()
    ~~~~~~~~~~~~~~~^^
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\9\start.py"", line 5, in install_and_run
    subprocess.check_call([sys.executable, '-m', 'pip', 'install', 'express', 'mongoose'], shell=True)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 419, in check_call
    raise CalledProcessError(retcode, cmd)
subprocess.CalledProcessError: Command '['C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\.venv\\Scripts\\python.exe', '-m', 'pip', 'install', 'express', 'mongoose']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,10,1,21,N/A,0.047619048,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,11,3,8,N/A,0.375,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,12,0,18,"MongoDB connection error: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017, connect ECONNREFUSED ::1:27017
    at Timeout._onTimeout (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongodb\lib\sdam\topology.js:278:38)
    at listOnTimeout (node:internal/timers:608:17)
    at process.processTimers (node:internal/timers:543:7) {
  reason: TopologyDescription {
    type: 'Unknown',
    servers: Map(1) { 'localhost:27017' => [ServerDescription] },
    stale: false,
    compatible: true,
    heartbeatFrequencyMS: 10000,
    localThresholdMS: 15,
    setName: null,
    maxElectionId: null,
    maxSetVersion: null,
    commonWireVersion: 0,
    logicalSessionTimeoutMinutes: null
  },
  code: undefined,
  Symbol(errorLabels): Set(0) {}
}
C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongoose\lib\connection.js:816
    err = new ServerSelectionError();
          ^

MongooseServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017, connect ECONNREFUSED ::1:27017
    at _handleConnectionErrors (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongoose\lib\connection.js:816:11)
    at NativeConnection.openUri (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongoose\lib\connection.js:791:11) {
  reason: TopologyDescription {
    type: 'Unknown',
    servers: Map(1) {
      'localhost:27017' => ServerDescription {
        address: 'localhost:27017',
        type: 'Unknown',
        hosts: [],
        passives: [],
        arbiters: [],
        tags: {},
        minWireVersion: 0,
        maxWireVersion: 0,
        roundTripTime: -1,
        lastUpdateTime: 231279520,
        lastWriteDate: 0,
        error: MongoNetworkError: connect ECONNREFUSED 127.0.0.1:27017, connect ECONNREFUSED ::1:27017
            at connectionFailureError (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongodb\lib\cmap\connect.js:367:20)
            at Socket.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\node_modules\mongodb\lib\cmap\connect.js:290:22)
            at Object.onceWrapper (node:events:623:26)
            at Socket.emit (node:events:508:28)
            at emitErrorNT (node:internal/streams/destroy:170:8)
            at emitErrorCloseNT (node:internal/streams/destroy:129:3)
            at process.processTicksAndRejections (node:internal/process/task_queues:90:21) {
          cause: AggregateError [ECONNREFUSED]: 
              at internalConnectMultiple (node:net:1134:18)
              at afterConnectMultiple (node:net:1715:7) {
            code: 'ECONNREFUSED',
            [errors]: [Array]
          },
          Symbol(errorLabels): Set(1) { 'ResetPool' }
        },
        topologyVersion: null,
        setName: null,
        setVersion: null,
        electionId: null,
        logicalSessionTimeoutMinutes: null,
        primary: null,
        me: null,
        '$clusterTime': null
      }
    },
    stale: false,
    compatible: true,
    heartbeatFrequencyMS: 10000,
    localThresholdMS: 15,
    setName: null,
    maxElectionId: null,
    maxSetVersion: null,
    commonWireVersion: 0,
    logicalSessionTimeoutMinutes: null
  },
  code: undefined
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module '../../controllers/customer.controller'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\customer.routes.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\index.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\customer.routes.js:3:28)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\routes\\customer.routes.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\routes\\index.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\app.js'
  ]
}

Node.js v24.11.0
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module '../../controllers/customer.controller'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\customer.routes.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\index.js
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\routes\customer.routes.js:3:28)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\routes\\customer.routes.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\routes\\index.js',
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,14,0,5,"C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\14\src\app.js:11
};
^

SyntaxError: missing ) after argument list
    at wrapSafe (node:internal/modules/cjs/loader:1691:18)
    at Module._compile (node:internal/modules/cjs/loader:1734:20)
    at Object..js (node:internal/modules/cjs/loader:1893:10)
    at Module.load (node:internal/modules/cjs/loader:1480:32)
    at Module._load (node:internal/modules/cjs/loader:1299:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,15,1,3,N/A,0.333333333,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,17,1,6,N/A,0.166666667,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-042928,1,20,0,26,"ERROR: Could not find a version that satisfies the requirement express (from versions: none)

[notice] A new release of pip is available: 25.1.1 -> 25.3
[notice] To update, run: python.exe -m pip install --upgrade pip
ERROR: No matching distribution found for express
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\20\app\index.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,1,0,11,N/A,0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,2,1,9,N/A,0.111111111,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,3,0,16,N/A,0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,4,0,17,"npm error code ETARGET
npm error notarget No matching version found for qrcode@^1.6.0.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T20_38_55_989Z-debug-0.log
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,5,0,13,"ERROR: Could not find a version that satisfies the requirement express (from versions: none)

[notice] A new release of pip is available: 25.1.1 -> 25.3
[notice] To update, run: python.exe -m pip install --upgrade pip
ERROR: No matching distribution found for express
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\start.py"", line 11, in <module>
    install_dependencies()
    ~~~~~~~~~~~~~~~~~~~~^^
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\start.py"", line 5, in install_dependencies
    subprocess.check_call([sys.executable, '-m', 'pip', 'install', 'express', 'marked'])
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 419, in check_call
    raise CalledProcessError(retcode, cmd)
subprocess.CalledProcessError: Command '['C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\.venv\\Scripts\\python.exe', '-m', 'pip', 'install', 'express', 'marked']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,6,0,20,"C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\connection.js:694
    throw new MongooseError('The `uri` parameter to `openUri()` must be a ' +
          ^

MongooseError: The `uri` parameter to `openUri()` must be a string, got ""undefined"". Make sure the first parameter to `mongoose.connect()` or `mongoose.createConnection()` is a string.
    at Connection.openUri (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\connection.js:694:11)
    at C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\index.js:351:10
    at C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\helpers\promiseOrCallback.js:32:5
    at new Promise (<anonymous>)
    at promiseOrCallback (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\helpers\promiseOrCallback.js:31:10)
    at Mongoose._promiseOrCallback (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\index.js:1149:10)
    at Mongoose.connect (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\node_modules\mongoose\lib\index.js:350:20)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\6\app.js:15:10)
    at Module._compile (node:internal/modules/cjs/loader:1760:14)
    at Object..js (node:internal/modules/cjs/loader:1893:10)
    at Module.load (node:internal/modules/cjs/loader:1480:32)
    at Module._load (node:internal/modules/cjs/loader:1299:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,7,1,24,N/A,0.041666667,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,8,0,18,N/A,0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,9,1,13,N/A,0.076923077,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,10,0,21,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,11,0,8,N/A,0,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,12,1,18,N/A,0.055555556,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,13,2,25,N/A,0.08,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,14,1,5,N/A,0.2,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,15,1,3,N/A,0.333333333,Web,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,16,0,9,N/A,0,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,17,1,6,N/A,0.166666667,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,qwen3-14b,cascade,20251021-070105,2,20,0,26,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,1,1,11,N/A,0.090909091,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,2,0,9,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,3,0,16,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,4,0,17,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,5,0,13,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,6,0,20,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,7,0,24,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,8,1,18,N/A,0.055555556,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,9,1,13,N/A,0.076923077,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,10,0,21,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,11,1,8,N/A,0.125,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,12,0,18,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\server.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,13,1,25,N/A,0.04,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,14,0,5,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,15,1,3,N/A,0.333333333,Web,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,17,0,6,N/A,0,Console/Batch,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,qwen3-14b,direct,20251021-210247,1,20,0,26,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-211834,2,1,0,11,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\1\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-211834,2,2,0,9,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-211834,2,3,0,16,N/A,0,Web,,,,
20251020-1,qwen3-14b,direct,20251021-211834,2,4,0,17,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\app.js'
  ]
}

Node.js v24.11.0
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\4\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
